strain	strain_name	date	country	segment
OP774924	A/Human/New York City/PV60547/2022	2022-04-14	USA	4
OP774964	A/Human/New York City/PV60731/2022	2022-04-28	USA	4
OP774972	A/Human/New York City/PV60742/2022	2022-05-02	USA	4
OP774979	A/Human/New York City/PV60737/2022	2022-05-02	USA	4
OP774987	A/Human/New York City/PV60749/2022	2022-05-04	USA	4
OP775003	A/Human/New York City/PV60779/2022	2022-05-14	USA	4
OP774995	A/Human/New York City/PV60741/2022	2022-05-05	USA	4
OP775011	A/Human/New York City/PV60689/2022	2022-04-24	USA	4
OP775019	A/Human/New York City/PV60520/2022	2022-05-06	USA	4
OP775027	A/Human/New York City/PV60727/2022	2022-04-27	USA	4
OP775034	A/Human/New York City/PV60529/2022	2022-05-07	USA	4
OP775050	A/Human/New York City/PV48345/2021	2021-12-24	USA	4
OP775042	A/Human/New York City/PV60729/2022	2022-04-25	USA	4
OP775058	A/Human/New York City/PV60698/2022	2022-05-02	USA	4
OP775066	A/Human/New York City/PV60726/2022	2022-04-25	USA	4
OP775082	A/Human/New York City/PV60710/2022	2022-04-26	USA	4
OP775074	A/Human/New York City/PV60750/2022	2022-05-03	USA	4
OP775090	A/Human/New York City/PV60713/2022	2022-04-25	USA	4
OP775106	A/Human/New York City/PV60702/2022	2022-04-29	USA	4
OP775098	A/Human/New York City/PV60714/2022	2022-04-23	USA	4
OP775114	A/Human/New York City/PV60730/2022	2022-04-28	USA	4
OP775122	A/Human/New York City/PV60722/2022	2022-04-29	USA	4
OP775138	A/Human/New York City/PV60523/2022	2022-05-04	USA	4
OP775130	A/Human/New York City/PV60716/2022	2022-04-24	USA	4
OP775162	A/Human/New York City/PV60746/2022	2022-05-01	USA	4
OP775154	A/Human/New York City/PV60747/2022	2022-05-03	USA	4
OP775170	A/Human/New York City/PV60728/2022	2022-04-24	USA	4
OP775178	A/Human/New York City/PV60542/2022	2022-04-11	USA	4
OP775186	A/Human/New York City/PV60733/2022	2022-05-01	USA	4
OP775194	A/Human/New York City/PV60736/2022	2022-04-30	USA	4
OP775202	A/Human/New York City/PV60525/2022	2022-05-08	USA	4
OP775210	A/Human/New York City/PV48334/2021	2021-12-23	USA	4
OP775218	A/Human/New York City/PV60751/2022	2022-05-04	USA	4
OP775146	A/Human/New York City/PV60541/2022	2022-04-13	USA	4
OP775226	A/Human/New York City/PV60712/2022	2022-04-29	USA	4
OP775234	A/Human/New York City/PV60701/2022	2022-04-29	USA	4
OP775244	A/Human/New York City/PV60706/2022	2022-04-27	USA	4
OP775252	A/Human/New York City/PV60723/2022	2022-04-27	USA	4
OP775261	A/Human/New York City/PV60703/2022	2022-04-29	USA	4
OP775269	A/Human/New York City/PV57124/2022	2022-04-10	USA	4
OP775277	A/Human/New York City/PV42736/2022	2022-03-21	USA	4
OP775293	A/Human/New York City/PV60620/2022	2022-04-08	USA	4
OP775285	A/Human/New York City/PV60684/2022	2022-04-16	USA	4
OP775301	A/human/New York City/PV42768/2022	2022-03-22	USA	4
OP775309	A/Human/New York City/PV42787/2022	2022-04-10	USA	4
OP775317	A/Human/New York City/PV42776/2022	2022-03-31	USA	4
OP775324	A/Human/New York City/PV42796/2022	2022-04-10	USA	4
OP775332	A/Human/New York City/PV42724/2022	2022-03-14	USA	4
OP775340	A/Human/New York City/PV60676/2022	2022-04-26	USA	4
OP775348	A/Human/New York City/PV60623/2022	2022-04-08	USA	4
OP775356	A/Human/New York City/PV60678/2022	2022-04-16	USA	4
OP775364	A/Human/New York City/PV60711/2022	2022-04-29	USA	4
OP775372	A/Human/New York City/PV60654/2022	2022-04-17	USA	4
OP775380	A/Human/New York City/PV42725/2022	2022-03-17	USA	4
OP775404	A/Human/New York City/PV42793/2022	2022-04-08	USA	4
OP775396	A/Human/New York City/PV60709/2022	2022-04-26	USA	4
OP775388	A/Human/New York City/PV42798/2022	2022-04-07	USA	4
OP775420	A/Human/New York City/PV60695/2022	2022-04-30	USA	4
OP775412	A/Human/New York City/PV60664/2022	2022-04-24	USA	4
OP775436	A/Human/New York City/PV42788/2022	2022-04-06	USA	4
OP775428	A/Human/New York City/PV60655/2022	2022-04-19	USA	4
OP775452	A/Human/New York City/PV42782/2022	2022-04-03	USA	4
OP775444	A/Human/New York City/PV60704/2022	2022-04-27	USA	4
OP775480	A/human/New York City/PV42759/2022	2022-03-23	USA	4
OP775519	A/Human/New York City/PV42732/2022	2022-03-22	USA	4
OP775503	A/Human/New York City/PV60625/2022	2022-04-15	USA	4
OP775495	A/Human/New York City/PV60640/2022	2022-04-19	USA	4
OP775464	A/Human/New York City/PV60613/2022	2022-04-09	USA	4
OP775488	A/Human/New York City/PV60634/2022	2022-04-20	USA	4
OP775527	A/Human/New York City/PV60609/2022	2022-04-04	USA	4
OP775535	A/Human/New York City/PV42790/2022	2022-04-04	USA	4
OP775472	A/Human/New York City/PV60605/2022	2022-04-05	USA	4
OP775511	A/Human/New York City/PV60639/2022	2022-04-19	USA	4
OP775543	A/Human/New York City/PV60646/2022	2022-04-21	USA	4
OP775559	A/Human/New York City/PV42728/2022	2022-03-17	USA	4
OP775574	A/Human/New York City/PV42795/2022	2022-04-05	USA	4
OP775597	A/Human/New York City/PV42786/2022	2022-04-07	USA	4
OP775551	A/Human/New York City/PV60626/2022	2022-04-12	USA	4
OP775581	A/Human/New York City/PV42774/2022	2022-04-03	USA	4
OP775589	A/Human/New York City/PV60641/2022	2022-04-21	USA	4
OP775567	A/Human/New York City/PV60643/2022	2022-04-15	USA	4
OP775613	A/Human/New York City/PV60632/2022	2022-04-20	USA	4
OP775621	A/Human/New York City/PV60612/2022	2022-04-13	USA	4
OP775605	A/Human/New York City/PV60650/2022	2022-04-14	USA	4
OP775637	A/Human/New York City/PV60633/2022	2022-04-16	USA	4
OP775629	A/Human/New York City/PV60630/2022	2022-04-17	USA	4
OP775645	A/Human/New York City/PV60628/2022	2022-04-18	USA	4
OP775668	A/Human/New York City/PV60648/2022	2022-04-18	USA	4
OP775676	A/human/New York City/PV42754/2022	2022-03-21	USA	4
OP775684	A/human/New York City/PV42753/2022	2022-04-02	USA	4
OP775692	A/Human/New York City/PV60660/2022	2022-04-20	USA	4
OP775724	A/Human/New York City/PV42741/2022	2022-03-25	USA	4
OP775708	A/Human/New York City/PV60618/2022	2022-04-12	USA	4
OP775700	A/Human/New York City/PV60662/2022	2022-04-16	USA	4
OP775748	A/Human/New York City/PV42731/2022	2022-03-24	USA	4
OP775716	A/Human/New York City/PV60668/2022	2022-04-18	USA	4
OP775740	A/Human/New York City/PV42721/2022	2022-03-17	USA	4
OP775756	A/Human/New York City/PV60681/2022	2022-04-05	USA	4
OP775732	A/Human/New York City/PV60608/2022	2022-04-07	USA	4
OP775764	A/Human/New York City/PV42770/2022	2022-04-02	USA	4
OP775772	A/human/New York City/PV42751/2022	2022-03-29	USA	4
OP775780	A/Human/New York City/PV60627/2022	2022-04-14	USA	4
OP775788	A/Human/New York City/PV42723/2022	2022-03-14	USA	4
OP775804	A/Human/New York City/PV60680/2022	2022-04-05	USA	4
OP775796	A/Human/New York City/PV42727/2022	2022-03-18	USA	4
OP775812	A/Human/New York City/PV42783/2022	2022-04-06	USA	4
OP775820	A/Human/New York City/PV42729/2022	2022-03-21	USA	4
OP775828	A/Human/New York City/PV42779/2022	2022-04-01	USA	4
OP775836	A/Human/New York City/PV42565/2021	2021-12-05	USA	4
OP775850	A/Human/New York City/PV42771/2022	2022-04-03	USA	4
OP775844	A/Human/New York City/PV42718/2022	2022-03-19	USA	4
OP775858	A/Human/New York City/PV60631/2022	2022-04-13	USA	4
OP775866	A/Human/New York City/PV60652/2022	2022-04-20	USA	4
OP775874	A/Human/New York City/PV60603/2022	2022-04-05	USA	4
OP775890	A/Human/New York City/PV42739/2022	2022-03-26	USA	4
OP775882	A/Human/New York City/PV42737/2022	2022-03-24	USA	4
OP775906	A/Human/New York City/PV42777/2022	2022-03-30	USA	4
OP775898	A/Human/New York City/PV48356/2021	2021-12-21	USA	4
OP775946	A/Human/New York City/PV42799/2022	2022-04-09	USA	4
OP775922	A/human/New York City/PV42752/2022	2022-03-31	USA	4
OP775954	A/human/New York City/PV42760/2022	2022-04-02	USA	4
OP775938	A/Human/New York City/PV60614/2022	2022-04-13	USA	4
OP775914	A/Human/New York City/PV60666/2022	2022-04-15	USA	4
OP775962	A/human/New York City/PV42758/2022	2022-03-26	USA	4
OP775930	A/Human/New York City/PV60607/2022	2022-04-08	USA	4
OP775970	A/human/New York City/PV42748/2022	2022-03-29	USA	4
OP775994	A/Human/New York City/PV60682/2022	2022-04-10	USA	4
OP775986	A/Human/New York City/PV42781/2022	2022-04-03	USA	4
OP775978	A/Human/New York City/PV60610/2022	2022-04-04	USA	4
OP776018	A/Human/New York City/PV42735/2022	2022-03-23	USA	4
OP776034	A/Human/New York City/PV42780/2022	2022-04-02	USA	4
OP776042	A/Human/New York City/PV42730/2022	2022-03-17	USA	4
OP776002	A/Human/New York City/PV42719/2022	2022-03-14	USA	4
OP776026	A/Human/New York City/PV42772/2022	2022-04-02	USA	4
OP776010	A/Human/New York City/PV42734/2022	2022-03-22	USA	4
OP776050	A/human/New York City/PV42749/2022	2022-03-29	USA	4
OP776058	A/Human/New York City/PV60670/2022	2022-04-16	USA	4
OP776090	A/Human/New York City/PV60683/2022	2022-04-15	USA	4
OP797926	A/Human/New York City/PV60725/2022	2022-04-23	USA	4
OP797934	A/Human/New York City/PV60735/2022	2022-04-30	USA	4
OP838089	A/New Jersey/03/2021	2021-12-17	USA	4
OP838096	A/South Carolina/03/2021	2021-11-03	USA	4
OP838104	A/Connecticut/07/2021	2021-12-09	USA	4
OP838111	A/New Jersey/03/2021	2021-12-17	USA	4
OP838121	A/Alaska/02/2021	2021-11-19	USA	4
OP838127	A/Connecticut/29/2022	2022-06-24	USA	4
OP838141	A/Rhode Island/39/2022	2022-06-22	USA	4
OP838148	A/Ohio/23/2022	2022-06-14	USA	4
OP838150	A/Montana/29/2022	2022-06-13	USA	4
OP838156	A/Alaska/24/2022	2022-06-24	USA	4
OP838164	A/Arizona/04/2021	2021-11-14	USA	4
OP838172	A/Arizona/06/2021	2021-11-23	USA	4
OP838180	A/Arizona/06/2021	2021-11-23	USA	4
OP838188	A/Arizona/07/2021	2021-11-24	USA	4
OP838196	A/Arizona/08/2021	2021-11-24	USA	4
OP838204	A/California/11/2021	2021-11-15	USA	4
OP838209	A/California/11/2021	2021-11-15	USA	4
OP838217	A/California/13/2021	2021-11-18	USA	4
OP838225	A/California/14/2021	2021-11-24	USA	4
OP838233	A/California/14/2021	2021-11-24	USA	4
OP838241	A/California/15/2021	2021-11-26	USA	4
OP838249	A/California/16/2021	2021-11-28	USA	4
OP838257	A/California/17/2021	2021-11-30	USA	4
OP838265	A/California/17/2021	2021-11-30	USA	4
OP838273	A/California/18/2021	2021-11-30	USA	4
OP838281	A/California/19/2021	2021-12-01	USA	4
OP838289	A/California/19/2021	2021-12-01	USA	4
OP838297	A/California/20/2021	2021-11-22	USA	4
OP838305	A/California/22/2021	2021-12-02	USA	4
OP838313	A/California/23/2021	2021-12-02	USA	4
OP838321	A/California/24/2021	2021-12-03	USA	4
OP838329	A/California/25/2021	2021-12-06	USA	4
OP838337	A/California/26/2021	2021-12-07	USA	4
OP838345	A/Connecticut/05/2021	2021-11-23	USA	4
OP838353	A/Connecticut/06/2021	2021-11-29	USA	4
OP838361	A/Delaware/08/2021	2021-11-30	USA	4
OP838369	A/Delaware/09/2021	2021-12-12	USA	4
OP838377	A/Delaware/10/2021	2021-12-12	USA	4
OP838385	A/Delaware/11/2021	2021-12-13	USA	4
OP838393	A/District Of Columbia/08/2021	2021-12-04	USA	4
OP838401	A/District Of Columbia/10/2021	2021-12-08	USA	4
OP838409	A/Hawaii/01/2021	2021-11-19	USA	4
OP838417	A/Hawaii/02/2021	2021-11-23	USA	4
OP838425	A/Hawaii/03/2021	2021-12-01	USA	4
OP838433	A/Hawaii/21/2022	2022-06-15	USA	4
OP838444	A/Massachusetts/05/2021	2021-11-21	USA	4
OP838452	A/Massachusetts/06/2021	2021-11-29	USA	4
OP838460	A/Massachusetts/07/2021	2021-11-30	USA	4
OP838465	A/Massachusetts/11/2021	2021-11-25	USA	4
OP838473	A/Massachusetts/11/2021	2021-11-25	USA	4
OP838481	A/Massachusetts/12/2021	2021-11-25	USA	4
OP838489	A/Massachusetts/13/2021	2021-11-29	USA	4
OP838497	A/Massachusetts/13/2021	2021-11-29	USA	4
OP838508	A/Michigan/173/2020	2020-11-19	USA	4
OP838513	A/Montana/26/2022	2022-06-07	USA	4
OP838521	A/New Jersey/01/2021	2021-11-30	USA	4
OP838529	A/New Jersey/02/2021	2021-12-06	USA	4
OP838538	A/New York/08/2021	2021-10-30	USA	4
OP838546	A/New York/08/2021	2021-10-30	USA	4
OP838554	A/New York/09/2021	2021-12-06	USA	4
OP838562	A/New York/09/2021	2021-12-06	USA	4
OP838570	A/New York/10/2021	2021-12-08	USA	4
OP838578	A/North Carolina/08/2021	2021-12-01	USA	4
OP838586	A/North Carolina/08/2021	2021-12-01	USA	4
OP838595	A/North Carolina/09/2021	2021-12-02	USA	4
OP838603	A/Oregon/28/2022	2022-06-10	USA	4
OP838611	A/Pennsylvania/09/2021	2021-12-13	USA	4
OP838619	A/Pennsylvania/10/2021	2021-12-14	USA	4
OP838627	A/Pennsylvania/11/2021	2021-12-14	USA	4
OP838635	A/Rhode Island/09/2021	2021-11-30	USA	4
OP838643	A/Rhode Island/10/2021	2021-12-01	USA	4
OP838651	A/Rhode Island/12/2021	2021-12-07	USA	4
OP838659	A/Rhode Island/13/2021	2021-12-08	USA	4
OP838667	A/Rhode Island/14/2021	2021-12-15	USA	4
OP838678	A/South Carolina/02/2021	2021-11-02	USA	4
OP838686	A/South Carolina/04/2021	2021-11-03	USA	4
OP838694	A/South Carolina/05/2021	2021-11-03	USA	4
OP838702	A/South Carolina/06/2021	2021-11-22	USA	4
OP838710	A/South Carolina/07/2021	2021-11-23	USA	4
OP838715	A/Texas/06/2021	2021-11-29	USA	4
OP838723	A/Texas/07/2021	2021-12-01	USA	4
OP838731	A/Utah/01/2021	2021-11-05	USA	4
OP838739	A/Utah/01/2021	2021-11-05	USA	4
OP838747	A/Utah/02/2021	2021-11-12	USA	4
OP838755	A/Utah/03/2021	2021-12-02	USA	4
OP838763	A/Utah/04/2021	2021-12-05	USA	4
OP838771	A/Utah/05/2021	2021-12-06	USA	4
OP838779	A/Virginia/01/2021	2021-11-22	USA	4
OP838787	A/Virginia/01/2021	2021-11-22	USA	4
OP838795	A/Virginia/02/2021	2021-11-26	USA	4
OP838803	A/Virginia/02/2021	2021-11-26	USA	4
OP838810	A/Virginia/03/2021	2021-12-01	USA	4
OP838818	A/Virginia/03/2021	2021-12-01	USA	4
OP838826	A/Washington/01/2021	2021-11-24	USA	4
OP838834	A/Washington/02/2021	2021-11-26	USA	4
OP838842	A/Washington/03/2021	2021-11-27	USA	4
OP838850	A/West Virginia/01/2021	2021-11-28	USA	4
OP838858	A/West Virginia/01/2021	2021-11-28	USA	4
OP838866	A/West Virginia/02/2021	2021-11-28	USA	4
OP838874	A/West Virginia/02/2021	2021-11-28	USA	4
OP838882	A/Wyoming/07/2021	2021-11-29	USA	4
OP839495	A/Delaware/11/2021	2021-12-13	USA	4
OP839507	A/California/51/2021	2021-12-17	USA	4
OP839521	A/Virginia/08/2021	2021-12-21	USA	4
OP839528	A/Connecticut/11/2021	2021-12-23	USA	4
OP839535	A/Idaho/02/2022	2022-01-04	USA	4
OP839541	A/Idaho/01/2022	2022-01-02	USA	4
OP839546	A/Nevada/01/2022	2022-01-16	USA	4
OP839553	A/Arizona/01/2022	2022-01-02	USA	4
OP839559	A/Delaware/03/2022	2022-01-06	USA	4
OP839565	A/Connecticut/11/2021	2021-12-23	USA	4
OP839572	A/West Virginia/02/2022	2022-01-11	USA	4
OP839579	A/New Jersey/01/2022	2022-01-12	USA	4
OP839586	A/Florida/04/2022	2022-01-19	USA	4
OP839601	A/California/11/2022	2022-01-18	USA	4
OP839607	A/Hawaii/01/2022	2022-01-14	USA	4
OP839613	A/District Of Columbia/01/2022	2022-01-25	USA	4
OP839620	A/New Jersey/01/2022	2022-01-12	USA	4
OP839627	A/West Virginia/02/2022	2022-01-11	USA	4
OP839634	A/Rhode Island/09/2022	2022-02-07	USA	4
OP839641	A/Florida/05/2022	2022-02-04	USA	4
OP839662	A/Delaware/11/2022	2022-02-22	USA	4
OP839670	A/District Of Columbia/11/2022	2022-02-24	USA	4
OP839676	A/New York/06/2022	2022-03-07	USA	4
OP839686	A/Massachusetts/05/2022	2022-01-06	USA	4
OP839693	A/Arizona/33/2022	2022-06-11	USA	4
OP839701	A/Alabama/17/2022	2022-06-11	USA	4
OP839705	A/Delaware/31/2022	2022-06-09	USA	4
OP839713	A/Florida/64/2022	2022-06-11	USA	4
OP839719	A/Pennsylvania/43/2022	2022-06-27	USA	4
OP839726	A/Pennsylvania/43/2022	2022-06-27	USA	4
OP839733	A/Connecticut/23/2022	2022-05-19	USA	4
OP839740	A/Hawaii/27/2022	2022-07-21	USA	4
OP839747	A/Hawaii/30/2022	2022-07-31	USA	4
OP839754	A/Alabama/01/2022	2022-01-10	USA	4
OP839762	A/Alabama/02/2022	2022-01-11	USA	4
OP839770	A/Alabama/02/2022	2022-01-11	USA	4
OP839778	A/Alabama/03/2022	2022-01-11	USA	4
OP839786	A/Alabama/04/2022	2022-01-12	USA	4
OP839794	A/Alabama/04/2022	2022-01-12	USA	4
OP839802	A/Alabama/05/2022	2022-01-12	USA	4
OP839810	A/Alabama/05/2022	2022-01-12	USA	4
OP839818	A/Alabama/06/2022	2022-01-06	USA	4
OP839826	A/Alabama/07/2022	2022-01-11	USA	4
OP839833	A/Alabama/07/2022	2022-01-11	USA	4
OP839841	A/Alabama/08/2022	2022-01-13	USA	4
OP839849	A/Alabama/10/2022	2022-06-02	USA	4
OP839857	A/Alabama/11/2022	2022-06-02	USA	4
OP839865	A/Alabama/12/2022	2022-06-07	USA	4
OP839873	A/Alabama/13/2022	2022-06-07	USA	4
OP839881	A/Alabama/14/2022	2022-06-07	USA	4
OP839888	A/Alabama/14/2022	2022-06-07	USA	4
OP839897	A/Alabama/15/2022	2022-06-07	USA	4
OP839905	A/Alaska/03/2021	2021-12-21	USA	4
OP839913	A/Alaska/04/2021	2021-12-21	USA	4
OP839921	A/Alaska/05/2021	2021-12-22	USA	4
OP839929	A/Alaska/06/2021	2021-12-24	USA	4
OP839937	A/Alaska/07/2021	2021-12-27	USA	4
OP839945	A/Alaska/20/2022	2022-06-01	USA	4
OP839953	A/Alaska/21/2022	2022-06-05	USA	4
OP839961	A/Alaska/22/2022	2022-06-14	USA	4
OP839969	A/Alaska/22/2022	2022-06-14	USA	4
OP839976	A/Alaska/23/2022	2022-06-16	USA	4
OP839984	A/Alaska/23/2022	2022-06-16	USA	4
OP839992	A/Alaska/24/2022	2022-06-24	USA	4
OP840000	A/Alaska/25/2022	2022-07-01	USA	4
OP840007	A/Alaska/25/2022	2022-07-01	USA	4
OP840015	A/Alaska/26/2022	2022-07-07	USA	4
OP840023	A/Alaska/26/2022	2022-07-07	USA	4
OP840031	A/Alaska/27/2022	2022-08-03	USA	4
OP840039	A/Arizona/02/2022	2022-01-05	USA	4
OP840047	A/Arizona/03/2022	2022-01-13	USA	4
OP840055	A/Arizona/04/2022	2022-01-17	USA	4
OP840063	A/Arizona/05/2022	2022-01-25	USA	4
OP840071	A/Arizona/09/2021	2021-12-03	USA	4
OP840079	A/Arizona/10/2021	2021-12-08	USA	4
OP840087	A/Arizona/10/2021	2021-12-08	USA	4
OP840095	A/Arizona/11/2021	2021-12-12	USA	4
OP840103	A/Arizona/11/2021	2021-12-12	USA	4
OP840111	A/Arizona/12/2021	2021-12-21	USA	4
OP840119	A/Arizona/13/2021	2021-12-22	USA	4
OP840127	A/Arizona/14/2021	2021-12-22	USA	4
OP840135	A/Arizona/15/2021	2021-12-28	USA	4
OP840146	A/Arizona/25/2022	2022-04-29	USA	4
OP840151	A/Arizona/35/2022	2022-06-14	USA	4
OP840159	A/Arizona/36/2022	2022-06-17	USA	4
OP840167	A/Arizona/38/2022	2022-06-22	USA	4
OP840175	A/Arizona/38/2022	2022-06-22	USA	4
OP840183	A/Arizona/39/2022	2022-07-04	USA	4
OP840191	A/Arizona/39/2022	2022-07-04	USA	4
OP840199	A/Arizona/40/2022	2022-07-29	USA	4
OP840207	A/Arizona/40/2022	2022-07-29	USA	4
OP840215	A/California/01/2022	2022-01-04	USA	4
OP840223	A/California/02/2022	2022-01-06	USA	4
OP840231	A/California/03/2022	2022-01-04	USA	4
OP840239	A/California/04/2022	2022-01-05	USA	4
OP840247	A/California/05/2022	2022-01-07	USA	4
OP840255	A/California/06/2022	2022-01-10	USA	4
OP840263	A/California/07/2022	2022-01-05	USA	4
OP840271	A/California/08/2022	2022-01-08	USA	4
OP840279	A/California/09/2022	2022-01-10	USA	4
OP840287	A/California/10/2022	2022-01-17	USA	4
OP840295	A/California/12/2022	2022-01-19	USA	4
OP840303	A/California/13/2022	2022-01-20	USA	4
OP840311	A/California/14/2022	2022-01-24	USA	4
OP840319	A/California/15/2022	2022-01-01	USA	4
OP840327	A/California/16/2022	2022-01-02	USA	4
OP840335	A/California/17/2022	2022-01-02	USA	4
OP840343	A/California/18/2022	2022-01-02	USA	4
OP840351	A/California/19/2022	2022-01-03	USA	4
OP840359	A/California/20/2021	2021-11-22	USA	4
OP840367	A/California/20/2022	2022-01-03	USA	4
OP840375	A/California/21/2021	2021-12-02	USA	4
OP840383	A/California/21/2022	2022-01-03	USA	4
OP840391	A/California/22/2021	2021-12-02	USA	4
OP840399	A/California/22/2022	2022-01-03	USA	4
OP840407	A/California/24/2021	2021-12-03	USA	4
OP840415	A/California/25/2021	2021-12-06	USA	4
OP840423	A/California/26/2021	2021-12-07	USA	4
OP840431	A/California/27/2021	2021-12-02	USA	4
OP840439	A/California/28/2021	2021-12-05	USA	4
OP840447	A/California/30/2021	2021-12-08	USA	4
OP840455	A/California/31/2021	2021-12-08	USA	4
OP840463	A/California/33/2021	2021-12-09	USA	4
OP840471	A/California/34/2021	2021-12-09	USA	4
OP840479	A/California/35/2021	2021-12-10	USA	4
OP840487	A/California/36/2021	2021-12-10	USA	4
OP840495	A/California/37/2021	2021-12-10	USA	4
OP840503	A/California/38/2021	2021-12-12	USA	4
OP840511	A/California/39/2021	2021-12-13	USA	4
OP840519	A/California/40/2021	2021-12-13	USA	4
OP840527	A/California/41/2021	2021-12-14	USA	4
OP840535	A/California/42/2021	2021-12-14	USA	4
OP840543	A/California/43/2021	2021-12-14	USA	4
OP840551	A/California/44/2021	2021-12-14	USA	4
OP840559	A/California/45/2021	2021-12-19	USA	4
OP840567	A/California/46/2021	2021-12-19	USA	4
OP840575	A/California/47/2021	2021-12-20	USA	4
OP840583	A/California/48/2021	2021-12-08	USA	4
OP840591	A/California/49/2021	2021-12-13	USA	4
OP840599	A/California/50/2021	2021-12-16	USA	4
OP840607	A/California/52/2021	2021-12-20	USA	4
OP840615	A/California/53/2021	2021-12-22	USA	4
OP840623	A/California/54/2021	2021-12-22	USA	4
OP840631	A/California/55/2021	2021-12-22	USA	4
OP840639	A/California/56/2021	2021-12-23	USA	4
OP840647	A/California/57/2021	2021-12-23	USA	4
OP840655	A/California/58/2021	2021-12-23	USA	4
OP840663	A/California/59/2021	2021-12-25	USA	4
OP840671	A/California/60/2021	2021-12-25	USA	4
OP840679	A/California/61/2021	2021-12-25	USA	4
OP840687	A/California/62/2021	2021-12-25	USA	4
OP840695	A/California/63/2021	2021-12-26	USA	4
OP840703	A/California/64/2021	2021-12-27	USA	4
OP840711	A/California/65/2021	2021-12-27	USA	4
OP840719	A/California/66/2021	2021-12-28	USA	4
OP840727	A/California/67/2021	2021-12-28	USA	4
OP840735	A/California/68/2021	2021-12-21	USA	4
OP840743	A/California/69/2021	2021-12-24	USA	4
OP840751	A/California/70/2021	2021-12-27	USA	4
OP840759	A/California/72/2021	2021-12-28	USA	4
OP840770	A/Colorado/01/2021	2021-12-21	USA	4
OP840778	A/Colorado/01/2022	2022-01-02	USA	4
OP840786	A/Colorado/02/2021	2021-12-24	USA	4
OP840794	A/Colorado/02/2022	2022-01-04	USA	4
OP840802	A/Colorado/03/2021	2021-12-25	USA	4
OP840810	A/Colorado/04/2021	2021-12-27	USA	4
OP840818	A/Colorado/05/2021	2021-12-27	USA	4
OP840826	A/Colorado/06/2021	2021-12-28	USA	4
OP840831	A/Colorado/28/2022	2022-06-06	USA	4
OP840839	A/Colorado/28/2022	2022-06-06	USA	4
OP840847	A/Colorado/29/2022	2022-06-06	USA	4
OP840855	A/Colorado/29/2022	2022-06-06	USA	4
OP840863	A/Colorado/30/2022	2022-06-06	USA	4
OP840871	A/Colorado/30/2022	2022-06-06	USA	4
OP840879	A/Colorado/31/2022	2022-08-12	USA	4
OP840887	A/Colorado/32/2022	2022-08-14	USA	4
OP840895	A/Connecticut/01/2022	2022-01-04	USA	4
OP840903	A/Connecticut/01/2022	2022-01-04	USA	4
OP840911	A/Connecticut/03/2022	2022-02-19	USA	4
OP840919	A/Connecticut/05/2021	2021-11-23	USA	4
OP840927	A/Connecticut/06/2021	2021-11-29	USA	4
OP840935	A/Connecticut/07/2021	2021-12-09	USA	4
OP840943	A/Connecticut/08/2021	2021-12-17	USA	4
OP840951	A/Connecticut/08/2021	2021-12-17	USA	4
OP840959	A/Connecticut/09/2021	2021-12-22	USA	4
OP840967	A/Connecticut/09/2021	2021-12-22	USA	4
OP840975	A/Connecticut/10/2021	2021-12-25	USA	4
OP840983	A/Connecticut/10/2021	2021-12-25	USA	4
OP840991	A/Connecticut/12/2021	2021-12-25	USA	4
OP840999	A/Connecticut/12/2021	2021-12-25	USA	4
OP841007	A/Connecticut/13/2021	2021-12-31	USA	4
OP841015	A/Connecticut/13/2021	2021-12-31	USA	4
OP841023	A/Connecticut/14/2021	2021-12-23	USA	4
OP841031	A/Connecticut/14/2021	2021-12-23	USA	4
OP841039	A/Connecticut/15/2021	2021-12-28	USA	4
OP841047	A/Connecticut/24/2022	2022-05-25	USA	4
OP841055	A/Connecticut/25/2022	2022-06-05	USA	4
OP841063	A/Connecticut/28/2022	2022-06-20	USA	4
OP841071	A/Connecticut/28/2022	2022-06-20	USA	4
OP841079	A/Connecticut/29/2022	2022-06-24	USA	4
OP841087	A/Connecticut/30/2022	2022-06-25	USA	4
OP841095	A/Connecticut/30/2022	2022-06-25	USA	4
OP841102	A/Connecticut/31/2022	2022-06-29	USA	4
OP841110	A/Connecticut/31/2022	2022-06-29	USA	4
OP841118	A/Connecticut/32/2022	2022-07-07	USA	4
OP841126	A/Connecticut/32/2022	2022-07-07	USA	4
OP841134	A/Connecticut/33/2022	2022-07-15	USA	4
OP841142	A/Connecticut/33/2022	2022-07-15	USA	4
OP841150	A/Delaware/01/2022	2022-01-02	USA	4
OP841158	A/Delaware/01/2022	2022-01-02	USA	4
OP841166	A/Delaware/02/2022	2022-01-04	USA	4
OP841174	A/Delaware/02/2022	2022-01-04	USA	4
OP841182	A/Delaware/04/2022	2022-01-18	USA	4
OP841190	A/Delaware/04/2022	2022-01-18	USA	4
OP841198	A/Delaware/05/2022	2022-01-25	USA	4
OP841206	A/Delaware/05/2022	2022-01-25	USA	4
OP841214	A/Delaware/06/2022	2022-01-26	USA	4
OP841222	A/Delaware/06/2022	2022-01-26	USA	4
OP841230	A/Delaware/09/2021	2021-12-12	USA	4
OP841238	A/Delaware/10/2021	2021-12-12	USA	4
OP841246	A/Delaware/10/2022	2022-02-17	USA	4
OP841254	A/Delaware/12/2021	2021-12-20	USA	4
OP841262	A/Delaware/14/2021	2021-12-24	USA	4
